MaStR-Nr. der Stromerzeugungseinheit,Anzeige-Name der Stromerzeugungseinheit,Bundesland der Einheit,Auswertung Energieträger,Bruttoleistung in MW,Nettonennleistung (elektrische Wirkleistung) in MW,Volleinspeisung oder Teileinspeisung?,Anschlussnetzbetreiber,Spannungsebene
SEE979394589432,Aufkirchen E F2,Bayern,Wasser,9,9,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE957844983702,Ma A,Niedersachsen,Sonstige Energieträger (nicht erneuerbar),10,9,Teileinspeisung (einschließlich Eigenverbrauch),TenneT TSO GmbH (SNB970033313272),Höchstspannung
BNA0922a,GuD-Ikw Staßfurt,Sachsen-Anhalt,Erdgas,,9,,HSN Magdeburg GmbH,Hochspannung (HS)
SEE900341307519,HKW Venator Germany,Nordrhein-Westfalen,Erdgas,9.9,8.9,Teileinspeisung (einschließlich Eigenverbrauch),Netze Duisburg GmbH (SNB916123648602),Umspannebene Hochspannung/Mittelspannung
SEE986959633936,Lage Generator 1,Nordrhein-Westfalen,Erdgas,9.76,8.882,Teileinspeisung (einschließlich Eigenverbrauch),Westfalen Weser Netz GmbH (SNB929881052512),Mittelspannung
SEE918506212059,Gasmotoren Danziger Straße,Nordrhein-Westfalen,Erdgas,9,8.8105,Volleinspeisung,Oberhausener Netzgesellschaft mbH (SNB992672107807),Umspannebene Hochspannung/Mittelspannung
SEE952937205877,Könnern Generator 2,Sachsen-Anhalt,Braunkohle,20,8.8,Teileinspeisung (einschließlich Eigenverbrauch),Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Mittelspannung
SEE935573961376,SWM Uppenborn 1 Gen1,Bayern,Wasser,8.8,8.8,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung; Hochspannung
SEE963949142524,SWM Uppenborn 1 Gen2,Bayern,Wasser,8.8,8.8,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung; Hochspannung
SEE920847840785,SWM Uppenborn 1 Gen3,Bayern,Wasser,8.8,8.8,Teileinspeisung (einschließlich Eigenverbrauch),SWM Infrastruktur GmbH & Co. KG (SNB969473762610),Hochspannung; Hochspannung
SEE985453029962,Könnern Generator 1,Sachsen-Anhalt,Braunkohle,11,8.8,Teileinspeisung (einschließlich Eigenverbrauch),Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Mittelspannung
SEE904887370686,DT1,Sachsen-Anhalt,Sonstige Energieträger (nicht erneuerbar),9.1,8.7,Volleinspeisung,InfraLeuna GmbH (SNB982722829230),Mittelspannung
SEE923389370246,Kraftwerk Neuötting MS1,Bayern,Wasser,8.7,8.7,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE925570951074,Kraftwerk Neuötting MS2,Bayern,Wasser,8.7,8.7,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE931353190974,Kraftwerk Neuötting MS3,Bayern,Wasser,8.7,8.7,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE990065849372,TS I,Bayern,Abfall,11.5,8.7,Teileinspeisung (einschließlich Eigenverbrauch),Mainfranken Netze GmbH (SNB915316807789),Mittelspannung
SEE964215288830,Gasturbine,Nordrhein-Westfalen,Erdgas,8.9,8.6,Teileinspeisung (einschließlich Eigenverbrauch),Netzgesellschaft Düsseldorf mbH (SNB933956506145),Mittelspannung
SEE924756001060,BioHKW I,Baden-Württemberg,Biomasse,9.6,8.6,Volleinspeisung,Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945),Umspannebene Hochspannung/Mittelspannung
SEE980794086872,Generator 4,Niedersachsen,Erdgas,9,8.5,Teileinspeisung (einschließlich Eigenverbrauch),LSW Netz GmbH & Co. KG (SNB957862279702),Mittelspannung
SEE955111508221,Dampfturbine DT5,Baden-Württemberg,Erdgas,8.65,8.426,Volleinspeisung,naturenergie netze GmbH (SNB945502201350),Hochspannung
SEE959802115149,DGW TG 10,Nordrhein-Westfalen,Sonstige Energieträger (nicht erneuerbar),9.176,8.359,Teileinspeisung (einschließlich Eigenverbrauch),Dortmunder Netz GmbH (SNB981060961299),Mittelspannung
SEE933647139935,Geisling K1,Bayern,Wasser,8.333,8.333,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE976392258995,Geisling K2,Bayern,Wasser,8.333,8.333,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE918271567637,Geisling K3,Bayern,Wasser,8.333,8.333,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE989771083484,LEV KWG G02,Nordrhein-Westfalen,Steinkohle,8.7,8.234,Teileinspeisung (einschließlich Eigenverbrauch),NETCUR GmbH (SNB974711150357),Mittelspannung
SEE994134561226,UER N230 VST2,Nordrhein-Westfalen,Steinkohle,9,8.2,Teileinspeisung (einschließlich Eigenverbrauch),NETCUR GmbH (SNB974711150357),Umspannebene Hochspannung/Mittelspannung
SEE900452778307,GGT HO B,Niedersachsen,Sonstige Energieträger (nicht erneuerbar),12,8.2,Teileinspeisung (einschließlich Eigenverbrauch),TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE946029200710,Dampfturbine 2,Baden-Württemberg,Erdgas,8.3,8.13,Teileinspeisung (einschließlich Eigenverbrauch),badenovaNETZE GmbH (SNB965774651691),Mittelspannung
SEE975166535577,Dampfturbine DT4,Baden-Württemberg,Erdgas,8.2,8,Teileinspeisung (einschließlich Eigenverbrauch),naturenergie netze GmbH (SNB945502201350),Hochspannung
SEE944656117388,Heimbach Maschine 1,Nordrhein-Westfalen,Wasser,8,8,Volleinspeisung,Westnetz GmbH (SNB921897286493),Umspannebene Hochspannung/Mittelspannung
SEE977356213593,Heimbach Maschine 2,Nordrhein-Westfalen,Wasser,8,8,Volleinspeisung,Westnetz GmbH (SNB921897286493),Umspannebene Hochspannung/Mittelspannung
SEE925652456091,Müllheizkraftwerk Kassel M7,Hessen,Abfall,10.5,8,Volleinspeisung,Städtische Werke Netz+Service GmbH (SNB935482852901),Höchstspannung
SEE996891820448,Turbine 3,Nordrhein-Westfalen,Abfall,12,8,Teileinspeisung (einschließlich Eigenverbrauch),NGN Netzgesellschaft Niederrhein mbH (SNB911144461377),Umspannebene Hochspannung/Mittelspannung
SEE956217502250,GGT HO A,Niedersachsen,Sonstige Energieträger (nicht erneuerbar),10.222,8,Teileinspeisung (einschließlich Eigenverbrauch),TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE943841929270,AHKW HD Turbine,Bayern,Abfall,8.22,7.97,Teileinspeisung (einschließlich Eigenverbrauch),swa Netze GmbH (SNB958077102830),Mittelspannung
SEE964673859078,Bergheim E K1,Bayern,Wasser,8.3,7.9,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE960680903568,Bergheim E K2,Bayern,Wasser,8.3,7.9,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE920999677857,Bergheim E K3,Bayern,Wasser,8.3,7.9,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE947745452346,Dampfgeneratorturbine 2,Bayern,Erdgas,8,7.9,,Bayernwerk Netz GmbH (SNB940352624434),Umspannebene Hochspannung/Mittelspannung
SEE962564048280,HKW Schwarza TS 5,Thüringen,Wärme,8,7.881,Teileinspeisung (einschließlich Eigenverbrauch),EnR Energienetze Rudolstadt GmbH (SNB953495670831),Umspannebene Hochspannung/Mittelspannung
SEE974941636973,HKW Schwarza TS 6,Thüringen,Wärme,8,7.881,Teileinspeisung (einschließlich Eigenverbrauch),EnR Energienetze Rudolstadt GmbH (SNB953495670831),Umspannebene Hochspannung/Mittelspannung
SEE999630346957,KWK Baruth,Brandenburg,Biomasse,8.36,7.8,Volleinspeisung,E.DIS Netz GmbH (SNB941690671609),Mittelspannung
SEE939211785720,Dampfgeneratorturbine 1,Bayern,Erdgas,8,7.8,,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE922518617825,Biomasse-HKW 1 Kehl,Baden-Württemberg,Biomasse,8.7,7.8,Teileinspeisung (einschließlich Eigenverbrauch),Überlandwerk Mittelbaden GmbH & Co. KG (SNB913992545742),Mittelspannung
SEE919286948329,Kraftwerk GRI,Bayern,Erdgas,7.8,7.8,,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE9-Dummy-EEG,,Rheinland-Pfalz,Geothermie,7.8,7.8,,,
SEE923223371170,Vohburg E K1,Bayern,Wasser,9.7,7.76,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE954220263762,Vohburg E K2,Bayern,Wasser,9.7,7.76,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE936428070663,Vohburg E K3,Bayern,Wasser,9.7,7.76,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE928246905913,Kraftwerk Stammham,Bayern,Wasser,7.733,7.733,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE920405564993,Kraftwerk Stammham MS2,Bayern,Wasser,7.733,7.733,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE976445927045,Kraftwerk Stammham MS3,Bayern,Wasser,7.733,7.733,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE988296656760,Dampfturbine III Südzucker Plattling,Bayern,Wärme,8.64,7.725,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE914474474840,Ekol,Nordrhein-Westfalen,Biomasse,7.72,7.72,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Mittelspannung
SEE980976424690,PKV Dampfsammelschienen-KWK-Anlage Generator/ Turbine GT 6,Niedersachsen,Erdgas,7.9,7.662,Teileinspeisung (einschließlich Eigenverbrauch),EWE NETZ GmbH (SNB951051725711),Mittelspannung
SEE937078173100,GT-Anlage1,Hessen,Erdgas,7.7,7.6,Volleinspeisung,Energie Waldeck-Frankenberg GmbH (SNB936172924014),Umspannebene Hochspannung/Mittelspannung
SEE981133916751,GT-Anlage2,Hessen,Erdgas,7.7,7.6,Volleinspeisung,Energie Waldeck-Frankenberg GmbH (SNB936172924014),Umspannebene Hochspannung/Mittelspannung
SEE991036415459,Gasturbine 1,Saarland,Erdgas,7.58,7.558,Teileinspeisung (einschließlich Eigenverbrauch),SSW Netz GmbH (SNB989025785690),Umspannebene Hochspannung/Mittelspannung
SEE997248724068,Gasturbine 2,Saarland,Erdgas,7.58,7.558,Teileinspeisung (einschließlich Eigenverbrauch),SSW Netz GmbH (SNB989025785690),Umspannebene Hochspannung/Mittelspannung
SEE998402334093,Batterie HKW Bi Hybrid,Nordrhein-Westfalen,Batteriespeicher,7.5,7.5,Teileinspeisung (einschließlich Eigenverbrauch),Bielefelder Netz GmbH (SNB918516395612),Hochspannung
SEE960935066536,TG7,Nordrhein-Westfalen,Erdgas,12,7.5,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Umspannebene Hochspannung/Mittelspannung
SEE965711846036,KWK 2 - Kesselhaus,Hessen,Erdgas,7.802,7.5,Teileinspeisung (einschließlich Eigenverbrauch),EAM Netz GmbH (SNB971311555230),Mittelspannung
SEE950309975076,Kraftwerk SI DT3,Niedersachsen,Erdgas,7.642,7.5,Teileinspeisung (einschließlich Eigenverbrauch),Avacon Netz GmbH (SNB990362338043),Mittelspannung
SEE910623192382,Dampfturbine II Südzucker Offstein,Rheinland-Pfalz,Wärme,8.67,7.48915,Teileinspeisung (einschließlich Eigenverbrauch),Pfalzwerke Netz AG (SNB961471621746),Mittelspannung
SEE925631744058,G20,Hessen,Erdgas,8,7.482,Teileinspeisung (einschließlich Eigenverbrauch),OsthessenNetz GmbH (SNB934071779865),Umspannebene Hochspannung/Mittelspannung
SEE914143996840,GT3,Schleswig-Holstein,Erdgas,7.486,7.428,Teileinspeisung (einschließlich Eigenverbrauch),Stadtwerke Brunsbüttel GmbH (SNB951835062254),Mittelspannung
SEE951802406722,GTS5,Nordrhein-Westfalen,Erdgas,7.49,7.37765,Teileinspeisung (einschließlich Eigenverbrauch),SWTE Netz GmbH & Co. KG (SNB950006175489),Mittelspannung
SEE951966828576,Turbine VE 32 ZV MVA IN,Bayern,Abfall,9.2,7.36,Teileinspeisung (einschließlich Eigenverbrauch),Stadtwerke Ingolstadt Netze GmbH (SNB911347846643),Mittelspannung
SEE985205009518,Dampfturbine I Südzucker Offenau,Baden-Württemberg,Wärme,8.64,7.344,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Mittelspannung
SEE925683830624,Dampfturbine II Südzucker Offenau,Baden-Württemberg,Wärme,8.64,7.344,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Mittelspannung
SEE974206815730,TG-1901,Baden-Württemberg,Mineralölprodukte,8.1,7.3,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Hochspannung
SEE916030519361,TG-1902,Baden-Württemberg,Mineralölprodukte,8.1,7.3,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Hochspannung
SEE989415663904,BES LRB,Sachsen,Batteriespeicher,7.3,7.3,Volleinspeisung,Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Mittelspannung; Mittelspannung
SEE957063025665,Leinau Batteriespeicher,Bayern,Batteriespeicher,7.3,7.3,Volleinspeisung,Vereinigte Wertach Elektrizitätswerke GmbH (SNB966808200267),Mittelspannung
SEE916683222854,UER L57 M3,Nordrhein-Westfalen,Steinkohle,7.692,7.225,Teileinspeisung (einschließlich Eigenverbrauch),NETCUR GmbH (SNB974711150357),Umspannebene Hochspannung/Mittelspannung
SEE929776487108,Sermuth BHKW 2,Sachsen,Mineralölprodukte,7.2,7.2,Volleinspeisung,Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Hochspannung
SEE938449433663,Kraftwerk GRI,Bayern,Erdgas,7.2,7.2,,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE927622980674,Euskirchen Generator 1,Nordrhein-Westfalen,Braunkohle,7.2,7.2,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Umspannebene Hochspannung/Mittelspannung
SEE935560628848,Straubing K1,Bayern,Wasser,7.16666,7.16666,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE967078876749,Straubing K2,Bayern,Wasser,7.16666,7.16666,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE954281393200,Straubing K3,Bayern,Wasser,7.16666,7.16666,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE945436960576,GT1,Hessen,Erdgas,7.2,7.15,Teileinspeisung (einschließlich Eigenverbrauch),OsthessenNetz GmbH (SNB934071779865),Umspannebene Hochspannung/Mittelspannung
SEE932621971301,GT2,Hessen,Erdgas,7.2,7.15,Teileinspeisung (einschließlich Eigenverbrauch),OsthessenNetz GmbH (SNB934071779865),Umspannebene Hochspannung/Mittelspannung
SEE997216629753,PKV Dampfsammelschienen-KWK-Anlage Generator / Turbine DT 13,Niedersachsen,Erdgas,7.28,7.061,Teileinspeisung (einschließlich Eigenverbrauch),EWE NETZ GmbH (SNB951051725711),Mittelspannung
SEE982350358232,HKW - GuD2,Bayern,Erdgas,7.2,7.032,Volleinspeisung,Erlanger Stadtwerke AG (SNB967982606159),Mittelspannung
SEE927032372373,"MHKW, Generator 1",Bremen,Abfall,10,7,Teileinspeisung (einschließlich Eigenverbrauch),wesernetz Bremerhaven GmbH (SNB985704986426),Mittelspannung
SEE957201039868,GuD Anlage DREWSEN Spezialpapiere (Gasturbine),Niedersachsen,Erdgas,7.2,7,Teileinspeisung (einschließlich Eigenverbrauch),Avacon Netz GmbH (SNB990362338043),Hochspannung; Hochspannung
SEE913609763316,Generator 1 Erdgas,Hessen,Erdgas,7.25,7,Volleinspeisung,InfraServ GmbH & Co. Wiesbaden KG (SNB960884494671),Mittelspannung
SEE981577567892,Turbine 2,Rheinland-Pfalz,Erdgas,7.2,6.92,Teileinspeisung (einschließlich Eigenverbrauch),Pfalzwerke Netz AG (SNB961471621746),Mittelspannung
SEE953849626040,Biomasse-HKW Augsburg,Bayern,Biomasse,7.66,6.9,Teileinspeisung (einschließlich Eigenverbrauch),swa Netze GmbH (SNB958077102830),Mittelspannung
SEE955718847075,DT1,Bayern,Abfall,7.2,6.9,Teileinspeisung (einschließlich Eigenverbrauch),Stadtwerke Rosenheim Netze GmbH (SNB988838479086),Mittelspannung
SEE904364883227,KonTu,Rheinland-Pfalz,Erdgas,7.1,6.9,Teileinspeisung (einschließlich Eigenverbrauch),EWR Netz GmbH (SNB969068596941),Mittelspannung
SEE913282681389,Dampfturbine I Südzucker Plattling,Bayern,Wärme,7.1,6.7895,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE944335479066,Dampfturbine II Südzucker Plattling,Bayern,Wärme,7.1,6.7895,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Mittelspannung
SEE993827105563,Bittenbrunn E K1,Bayern,Wasser,7,6.73,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE906889375157,Bittenbrunn E K2,Bayern,Wasser,7,6.73,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE994048824899,Bittenbrunn E K3,Bayern,Wasser,7,6.73,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE943548208159,AHKW ND Turbine,Bayern,Abfall,9.477,6.72,Teileinspeisung (einschließlich Eigenverbrauch),swa Netze GmbH (SNB958077102830),Mittelspannung
SEE945819365813,Generator 1 EEG,Hessen,Biomasse,7,6.72,Volleinspeisung,,Mittelspannung
SEE962597527578,Kachlet K1,Bayern,Wasser,6.7125,6.7125,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE963787688062,Kachlet K2,Bayern,Wasser,6.7125,6.7125,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE935976236132,Kachlet K3,Bayern,Wasser,6.7125,6.7125,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE950988570012,Kachlet K4,Bayern,Wasser,6.7125,6.7125,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE944518084070,Kachlet K5,Bayern,Wasser,6.7125,6.7125,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE938153286029,Kachlet K6,Bayern,Wasser,6.7125,6.7125,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE995447721338,Kachlet K7,Bayern,Wasser,6.7125,6.7125,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE935963507269,Kachlet K8,Bayern,Wasser,6.7125,6.7125,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE901196452256,Turbine 4,Hessen,Erdgas,7.18,6.71,Teileinspeisung (einschließlich Eigenverbrauch),Mainzer Netze GmbH (SNB959523885956),Hochspannung
BNA1127,GHD,Bayern,Erdgas,,6.7,,Bayernwerk AG,Mittelspannung (MS)
BNA1128,GHD,Bayern,Erdgas,,6.7,,Bayernwerk AG,Mittelspannung (MS)
SEE948869114622,Turbosatz 4,Bayern,Erdgas,7.028,6.61039,Teileinspeisung (einschließlich Eigenverbrauch),LEW Verteilnetz GmbH (SNB911705062982),Mittelspannung
SEE922849915072,MVA Hamm Turbine 1,Nordrhein-Westfalen,Abfall,9.094,6.6,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Mittelspannung
SEE933078887559,Ingolstadt E K1,Bayern,Wasser,6.7,6.6,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE972180197972,Ingolstadt E K2,Bayern,Wasser,6.7,6.6,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE955407848307,Ingolstadt E K3,Bayern,Wasser,6.7,6.6,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE989342161450,Gasturbine 2 (TBM),Niedersachsen,Erdgas,6.8,6.528,Volleinspeisung,Avacon Netz GmbH (SNB990362338043),Umspannebene Hochspannung/Mittelspannung
SEE976826191515,MVA Hamm Turbine 2,Nordrhein-Westfalen,Abfall,8.95,6.5,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Mittelspannung
SEE900364034072,Heizkraftwerk Heilbronn FHT 1,Baden-Württemberg,Erdgas,6.5,6.5,Teileinspeisung (einschließlich Eigenverbrauch),Netze BW GmbH (SNB948311994307),Hochspannung; Hochspannung
SEE911850657996,UER N230 VST1,Nordrhein-Westfalen,Steinkohle,9,6.5,Teileinspeisung (einschließlich Eigenverbrauch),NETCUR GmbH (SNB974711150357),Umspannebene Hochspannung/Mittelspannung
SEE994615652641,Wasserkraftwerk Langwedel,Niedersachsen,Wasser,6.468,6.468,Volleinspeisung,Avacon Netz GmbH (SNB990362338043),Hochspannung
SEE921294761234,Kraftwerk Perach MS1,Bayern,Wasser,6.466,6.466,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE949459256067,Kraftwerk Perach MS2,Bayern,Wasser,6.466,6.466,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE974434785997,Kraftwerk Perach MS3,Bayern,Wasser,6.466,6.466,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE994238154089,MVA Hamm Turbine 3,Nordrhein-Westfalen,Abfall,6.45,6.45,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Mittelspannung
SEE913556136355,Rheinfelden Dampfturbine,Baden-Württemberg,Erdgas,6.43,6.43,Teileinspeisung (einschließlich Eigenverbrauch),naturenergie netze GmbH (SNB945502201350),Hochspannung
SEE924235173530,GT1,Rheinland-Pfalz,Erdgas,6.5,6.41,Teileinspeisung (einschließlich Eigenverbrauch),EWR Netz GmbH (SNB969068596941),Mittelspannung
SEE900100287427,GT2,Rheinland-Pfalz,Erdgas,6.5,6.41,Teileinspeisung (einschließlich Eigenverbrauch),EWR Netz GmbH (SNB969068596941),Mittelspannung
SEE907837230047,Prem K(Ro)1,Bayern,Wasser,6.4,6.4,Teileinspeisung (einschließlich Eigenverbrauch),LEW Verteilnetz GmbH (SNB911705062982),Hochspannung
SEE946976628933,Prem K(Ro)2,Bayern,Wasser,6.4,6.4,Teileinspeisung (einschließlich Eigenverbrauch),LEW Verteilnetz GmbH (SNB911705062982),Hochspannung
SEE903494881059,Prem K(Ro)3,Bayern,Wasser,6.4,6.4,Teileinspeisung (einschließlich Eigenverbrauch),LEW Verteilnetz GmbH (SNB911705062982),Hochspannung
SEE961284659301,Obernach F1,Bayern,Wasser,6.4,6.4,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Umspannebene Hochspannung/Mittelspannung
SEE941328262162,Obernach F2,Bayern,Wasser,6.4,6.4,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Umspannebene Hochspannung/Mittelspannung
SEE901925227438,DT,Nordrhein-Westfalen,Erdgas,6.46,6.358,Teileinspeisung (einschließlich Eigenverbrauch),Netzgesellschaft Gütersloh mbH (SNB931546188436),Mittelspannung
SEE963301495572,HK_001_Industrieheizkraftwerk-Walsrode_GT6,Niedersachsen,Erdgas,6.5,6.35,Teileinspeisung (einschließlich Eigenverbrauch),Avacon Netz GmbH (SNB990362338043),Mittelspannung
SEE959264884584,Bertoldsheim E K1,Bayern,Wasser,6.6,6.3,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE977600961171,Bertoldsheim E K2,Bayern,Wasser,6.6,6.3,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
SEE916571034606,Bertoldsheim E K3,Bayern,Wasser,6.6,6.3,Volleinspeisung,"DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607)",Hochspannung
